,Date,IUCR,Location Description,Arrest,District,Ward,Community Area,Location,VIN,ATTEMPT,RECOVERY
307237,10/26/2011 02:00:00 AM,AUTOMOBILE,STREET,False,7.0,15.0,67.0,"(41.784317453, -87.667974157)",1,0,0
91555,12/08/2006 06:45:00 PM,AUTOMOBILE,Alcohol,False,16.0,38.0,15.0,"(41.953256407, -87.760630807)",1,0,0
223823,01/17/2004 02:30:00 AM,AUTOMOBILE,STREET,False,8.0,14.0,58.0,"(41.810008506, -87.710889074)",1,0,0
51153,06/03/2022 09:00:00 AM,AUTOMOBILE,GOVERNMENT,False,4.0,10.0,51.0,"(41.707756212, -87.580708771)",1,0,0
260639,11/17/2008 11:35:00 AM,AUTOMOBILE,AIRPORT,False,16.0,41.0,76.0,"(41.976290414, -87.905227221)",1,0,0
67727,03/11/2023 05:45:00 PM,AUTOMOBILE,HOUSE,False,2.0,4.0,35.0,"(41.833679765, -87.612645497)",1,1,0
7875,10/12/2023 03:00:00 PM,AUTOMOBILE,CAR,False,8.0,18.0,70.0,"(41.740374395, -87.720018793)",1,0,0
177883,03/17/2002 02:30:00 AM,AUTOMOBILE,STREET,False,17.0,33.0,14.0,"(41.965553431, -87.712116667)",1,0,0
231121,07/12/2004 12:00:00 AM,AUTOMOBILE,STREET,False,19.0,1.0,5.0,"(41.938933549, -87.685614026)",1,0,0
212147,09/04/2003 08:30:00 AM,AUTOMOBILE,STREET,False,2.0,4.0,39.0,"(41.810707298, -87.603919835)",1,0,0
319588,05/06/2012 01:30:00 AM,AUTOMOBILE,STREET,False,10.0,24.0,30.0,"(41.848992974, -87.702719222)",1,0,0
33742,09/15/2005 07:00:00 PM,AUTOMOBILE,STREET,False,25.0,30.0,21.0,"(41.936084101, -87.721462368)",1,0,0
97971,02/27/2007 03:00:00 PM,AUTOMOBILE,STREET,False,14.0,35.0,22.0,"(41.915886043, -87.708619469)",1,0,0
324681,07/04/2012 10:30:00 PM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.74420082, -87.645068672)",1,0,0
259851,01/28/2009 08:30:00 AM,AUTOMOBILE,STREET,False,4.0,8.0,47.0,"(41.731292661, -87.596561231)",1,0,0
376491,02/13/2017 06:45:00 AM,AUTOMOBILE,STREET,False,8.0,13.0,65.0,"(41.781734506, -87.728952337)",1,0,0
370599,06/20/2016 12:00:00 PM,AUTOMOBILE,HOUSE,False,6.0,8.0,44.0,"(41.743274841, -87.601367374)",1,0,0
108974,09/17/2007 09:00:00 AM,AUTOMOBILE,STREET,False,9.0,11.0,60.0,"(41.845347468, -87.644705005)",1,0,0
111750,08/24/2007 09:48:09 AM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.816795686, -87.687139688)",1,0,1
112735,02/25/2008 03:58:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,24.0,"(41.908974259, -87.673462978)",1,0,1
395762,12/03/2018 10:30:00 PM,AUTOMOBILE,STREET,False,8.0,14.0,56.0,"(41.799749186, -87.751499618)",1,0,0
371201,12/27/2016 12:30:00 PM,AUTOMOBILE,STREET,False,25.0,29.0,25.0,"(41.902987234, -87.770539282)",1,0,0
250400,02/22/2005 05:00:00 PM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,12.0,25.0,31.0,"(41.85158028, -87.658677656)",1,0,0
196869,09/15/2002 04:00:00 PM,AUTOMOBILE,STREET,False,11.0,28.0,25.0,"(41.891404946, -87.743965818)",1,0,0
213220,09/11/2003 06:30:00 AM,AUTOMOBILE,PARKINGZONE,False,2.0,20.0,40.0,"(41.792361522, -87.61916287)",1,0,0
13357,12/21/2023 04:00:00 PM,AUTOMOBILE,STREET,False,19.0,47.0,5.0,"(41.960695853, -87.688662274)",1,1,0
238597,01/17/2005 01:19:33 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,6.0,69.0,"(41.75398127, -87.619834049)",1,0,0
87948,05/26/2006 03:00:00 PM,"CYCLE, SCOOTER, BIKE",STREET,False,11.0,37.0,23.0,"(41.899827126, -87.72867755)",1,0,0
126461,09/30/2008 10:00:00 PM,AUTOMOBILE,STREET,False,24.0,50.0,2.0,"(41.992889667, -87.695827064)",1,0,0
406903,10/12/2020 05:30:00 PM,"CYCLE, SCOOTER, BIKE",PARKINGZONE,False,19.0,46.0,3.0,"(41.969141446, -87.650966716)",1,0,0
373325,11/04/2016 11:00:00 AM,AUTOMOBILE,STREET,False,17.0,31.0,16.0,"(41.939190185, -87.73703878)",1,0,0
23498,06/03/2024 12:01:00 AM,AUTOMOBILE,STREET,False,6.0,8.0,44.0,"(41.731990869, -87.611006296)",1,0,0
37345,03/20/2021 09:00:00 PM,AUTOMOBILE,STREET,False,3.0,20.0,42.0,"(41.785334017, -87.610921185)",1,0,0
218994,12/21/2003 01:30:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,6.0,69.0,"(41.755818154, -87.613825106)",1,0,0
117355,12/28/2007 04:30:00 AM,AUTOMOBILE,STREET,False,22.0,34.0,73.0,"(41.706908047, -87.643653779)",1,0,0
264937,04/02/2009 06:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,4.0,7.0,46.0,"(41.743912171, -87.564900234)",1,0,0
292661,01/23/2011 09:00:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.813058634, -87.69068044)",1,0,0
75754,03/11/2006 04:00:00 AM,AUTOMOBILE,STREET,False,19.0,44.0,6.0,"(41.93353428, -87.654495997)",1,0,0
127115,09/12/2008 07:30:00 AM,AUTOMOBILE,STREET,False,12.0,27.0,24.0,"(41.889553024, -87.671984502)",1,0,0
140888,09/10/2008 09:00:00 PM,AUTOMOBILE,PARKINGZONE,False,7.0,20.0,68.0,"(41.776151397, -87.641651267)",1,0,0
123762,04/19/2008 12:00:00 AM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,5.0,9.0,50.0,"(41.699403785, -87.605622083)",1,0,0
14372,01/03/2024 07:00:00 PM,AUTOMOBILE,STREET,False,25.0,30.0,19.0,"(41.932096389, -87.773565309)",1,0,1
233714,09/11/2004 12:00:00 AM,AUTOMOBILE,STREET,False,3.0,20.0,42.0,"(41.78188721, -87.596235311)",1,0,1
3837,09/18/2023 03:00:00 PM,AUTOMOBILE,STREET,False,18.0,2.0,8.0,"(41.897895128, -87.624096605)",1,0,0
2932,07/27/2020 08:00:00 PM,AUTOMOBILE,HOUSE,False,15.0,29.0,25.0,"(41.887795397, -87.767249835)",1,0,0
315517,01/25/2012 08:30:00 PM,AUTOMOBILE,STREET,False,12.0,32.0,24.0,"(41.900738721, -87.684523519)",1,0,0
64389,11/27/2022 10:30:00 PM,AUTOMOBILE,STREET,False,19.0,44.0,6.0,"(41.934755599, -87.638010698)",1,0,0
289277,09/13/2010 11:00:00 PM,AUTOMOBILE,STREET,False,19.0,32.0,7.0,"(41.926344719, -87.665780182)",1,0,0
331341,01/27/2013 02:00:00 PM,AUTOMOBILE,STREET,False,14.0,32.0,24.0,"(41.909046904, -87.661382943)",1,0,0
106976,10/27/2007 08:00:00 PM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.901652687, -87.74840448)",1,0,0
192766,12/17/2002 12:00:00 AM,AUTOMOBILE,STREET,False,9.0,11.0,60.0,"(41.833359105, -87.648598345)",1,0,0
42616,01/29/2022 06:30:00 PM,AUTOMOBILE,STREET,False,6.0,17.0,71.0,"(41.75654484, -87.666025422)",1,0,0
349578,08/05/2014 09:00:00 AM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.888975348, -87.772829125)",1,1,0
286477,05/08/2010 12:01:00 AM,AUTOMOBILE,STREET,False,6.0,6.0,69.0,"(41.75414782, -87.616610759)",1,0,0
197580,02/13/2003 11:30:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,69.0,"(41.765292208, -87.597048431)",1,0,0
135710,06/21/2023 08:00:00 PM,AUTOMOBILE,HOUSE,False,9.0,11.0,34.0,"(41.855393335, -87.632315173)",1,0,1
115919,12/03/2007 06:00:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,59.0,"(41.824268074, -87.670238985)",1,0,0
405486,11/16/2019 02:33:00 PM,AUTOMOBILE,PARKINGZONE,False,15.0,28.0,25.0,"(41.892047776, -87.74570448)",1,0,0
91007,09/10/2006 06:00:00 PM,AUTOMOBILE,STREET,False,15.0,28.0,25.0,"(41.892215868, -87.751770389)",1,0,0
398599,03/29/2019 05:00:00 AM,AUTOMOBILE,STREET,False,3.0,20.0,42.0,"(41.779420584, -87.613187361)",1,1,0
96534,03/06/2007 08:40:00 AM,AUTOMOBILE,PARKINGZONE,False,12.0,2.0,28.0,"(41.880927367, -87.679083567)",1,0,0
97446,02/03/2007 08:00:00 PM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.88973832, -87.763365381)",1,0,0
392621,11/13/2018 09:00:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.73931026, -87.609748117)",1,0,0
75278,05/03/2006 08:30:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,11.0,28.0,27.0,"(41.882779296, -87.707564977)",1,0,0
65536,01/25/2023 08:30:00 PM,AUTOMOBILE,HOUSE,False,6.0,21.0,49.0,"(41.729335124, -87.63194723)",1,0,0
131344,06/03/2023 05:05:00 AM,AUTOMOBILE,STREET,False,2.0,3.0,38.0,"(41.821170402, -87.615115421)",1,1,0
318881,07/06/2012 08:00:00 AM,AUTOMOBILE,STORE,False,15.0,28.0,25.0,"(41.880454343, -87.748590503)",1,0,0
380808,02/17/2017 06:01:00 PM,AUTOMOBILE,STORE,False,12.0,27.0,23.0,"(41.895560734, -87.705827783)",1,0,0
48098,03/10/2022 10:00:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.770717886, -87.591110049)",1,0,0
49389,07/03/2022 10:00:00 PM,AUTOMOBILE,STREET,False,3.0,20.0,42.0,"(41.781407045, -87.614437392)",1,0,0
331229,09/16/2012 07:30:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,7.0,17.0,68.0,"(41.773801799, -87.647061893)",1,0,0
407611,07/24/2020 07:00:00 PM,AUTOMOBILE,STREET,False,24.0,40.0,1.0,"(41.999001393, -87.668328676)",1,0,0
54932,07/19/2022 12:00:00 AM,AUTOMOBILE,STREET,False,12.0,27.0,23.0,"(41.890107481, -87.70324051)",1,1,0
208114,06/10/2003 11:30:00 AM,AUTOMOBILE,STREET,False,20.0,48.0,77.0,"(41.984511603, -87.665886437)",1,0,0
370180,01/08/2017 09:00:00 PM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.857413801, -87.706993734)",1,0,1
259304,02/19/2009 12:00:00 AM,AUTOMOBILE,STREET,False,11.0,28.0,27.0,"(41.885386072, -87.707014386)",1,0,0
403715,08/19/2019 05:50:00 PM,AUTOMOBILE,STREET,False,10.0,12.0,30.0,"(41.850793209, -87.705223116)",1,0,0
273955,09/13/2009 11:15:00 PM,AUTOMOBILE,STREET,False,8.0,15.0,66.0,"(41.778416297, -87.686065944)",1,0,0
44453,04/01/2021 09:00:00 AM,AUTOMOBILE,STREET,False,3.0,5.0,69.0,"(41.769001814, -87.595231795)",1,0,0
321134,03/11/2012 04:00:00 PM,AUTOMOBILE,STREET,False,8.0,23.0,57.0,"(41.806967528, -87.73090498)",1,0,0
41871,09/29/2021 09:00:00 PM,AUTOMOBILE,STREET,False,22.0,34.0,73.0,"(41.708653263, -87.651904632)",1,0,0
88759,12/12/2006 01:00:00 AM,AUTOMOBILE,STREET,False,5.0,9.0,49.0,"(41.695782417, -87.611023461)",1,0,0
64246,02/22/2023 05:00:00 PM,AUTOMOBILE,STREET,False,25.0,26.0,22.0,"(41.91955261, -87.722957787)",1,1,0
249084,05/27/2005 11:00:00 AM,AUTOMOBILE,STREET,False,5.0,9.0,49.0,"(41.706373958, -87.612523604)",1,0,0
93514,09/03/2006 08:41:28 PM,AUTOMOBILE,STREET,False,22.0,21.0,71.0,"(41.733395881, -87.653266202)",1,0,0
1198,12/04/2005 01:00:00 AM,AUTOMOBILE,STREET,False,18.0,42.0,8.0,"(41.903411736, -87.628667741)",1,0,0
127696,09/06/2008 12:00:00 PM,AUTOMOBILE,STREET,False,2.0,4.0,38.0,"(41.818450351, -87.606748479)",1,0,0
388108,06/16/2018 03:30:00 PM,AUTOMOBILE,STREET,False,14.0,26.0,23.0,"(41.91055034, -87.708451068)",1,0,0
393158,12/11/2018 11:00:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,69.0,"(41.75591549, -87.611405121)",1,0,0
323207,06/01/2012 07:50:00 PM,AUTOMOBILE,STREET,False,17.0,33.0,21.0,"(41.93935097, -87.705428046)",1,0,0
319123,08/03/2012 05:10:00 PM,AUTOMOBILE,STREET,False,9.0,3.0,61.0,"(41.80778288, -87.65886962)",1,0,0
211903,09/22/2003 10:11:44 AM,AUTOMOBILE,STREET,False,11.0,28.0,27.0,"(41.875206408, -87.710822317)",1,0,0
352675,11/20/2014 01:30:00 PM,AUTOMOBILE,STREET,False,9.0,20.0,61.0,"(41.809507426, -87.67228395)",1,0,0
388374,07/08/2018 02:30:00 PM,AUTOMOBILE,PARKINGZONE,False,5.0,6.0,49.0,"(41.721840482, -87.617277592)",1,0,0
389983,02/12/2018 10:00:00 AM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.840184544, -87.7195584)",1,0,0
49891,07/22/2022 04:35:00 PM,AUTOMOBILE,STREET,False,22.0,21.0,71.0,"(41.735870008, -87.642933662)",1,0,0
57885,02/25/2023 03:30:00 PM,AUTOMOBILE,STREET,False,11.0,24.0,27.0,"(41.87089651, -87.711572749)",1,1,0
284798,06/14/2010 03:45:00 PM,AUTOMOBILE,STORE,False,15.0,37.0,25.0,"(41.894945606, -87.754874977)",1,0,0
299302,03/25/2011 04:00:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,19.0,"(41.919530076, -87.753558038)",1,0,0
307575,08/12/2011 08:00:00 AM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.767798232, -87.571448056)",1,0,0
66827,03/29/2023 06:30:00 PM,AUTOMOBILE,PARKINGZONE,False,1.0,4.0,35.0,"(41.843016958, -87.61722727)",1,0,0
126835,09/08/2008 10:00:00 PM,AUTOMOBILE,STREET,False,11.0,28.0,27.0,"(41.87082496, -87.696017032)",1,0,0
276425,04/24/2010 10:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,8.0,44.0,"(41.743546065, -87.602588167)",1,0,0
118150,03/21/2008 12:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,10.0,22.0,30.0,"(41.834478708, -87.723069573)",1,0,0
359097,09/03/2015 11:00:00 AM,AUTOMOBILE,CHURCH,False,4.0,8.0,48.0,"(41.732354934, -87.585550798)",1,0,0
71656,12/21/2005 03:00:00 PM,AUTOMOBILE,STREET,False,2.0,3.0,38.0,"(41.816039143, -87.626258734)",1,0,0
399845,08/07/2019 02:00:00 PM,AUTOMOBILE,STREET,False,4.0,7.0,46.0,"(41.741931009, -87.556364292)",1,0,0
6698,04/08/2021 06:00:00 PM,AUTOMOBILE,PARKINGZONE,False,19.0,46.0,3.0,"(41.954939504, -87.65455565)",1,0,0
175781,05/16/2002 10:30:00 AM,AUTOMOBILE,STREET,False,16.0,38.0,15.0,"(41.963842415, -87.785700742)",1,0,0
186073,06/30/2002 12:00:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,34.0,"(41.834088146, -87.635222743)",1,0,0
382070,08/06/2017 06:00:00 PM,"CYCLE, SCOOTER, BIKE",STREET,False,1.0,2.0,33.0,"(41.865062409, -87.625777568)",1,0,0
352521,07/31/2014 11:00:00 PM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.737728841, -87.655070793)",1,0,0
254758,07/16/2005 07:00:00 PM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.852655253, -87.722276506)",1,0,0
34390,06/17/2021 11:27:00 PM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.893110153, -87.751703511)",1,0,0
240072,12/01/2004 01:00:00 PM,"TRUCK, BUS, MOTOR HOME",Alcohol,False,4.0,8.0,48.0,"(41.723886129, -87.585150812)",1,0,0
304390,09/10/2011 10:30:00 AM,AUTOMOBILE,STREET,False,9.0,3.0,61.0,"(41.809675376, -87.666207907)",1,0,0
185760,06/25/2002 03:00:00 AM,AUTOMOBILE,STREET,False,5.0,6.0,49.0,"(41.715519192, -87.618860458)",1,0,0
30313,11/30/2005 12:01:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,17.0,71.0,"(41.756888852, -87.646630043)",1,0,0
137735,05/16/2023 11:25:00 PM,AUTOMOBILE,PARKINGZONE,False,8.0,15.0,66.0,"(41.771819552, -87.693511744)",1,0,0
211490,10/30/2003 11:58:39 PM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.896756502, -87.754814559)",1,0,0
102181,05/09/2007 09:30:00 PM,AUTOMOBILE,STREET,False,17.0,38.0,16.0,"(41.959712854, -87.734148812)",1,0,0
370921,08/16/2016 09:15:00 PM,AUTOMOBILE,STREET,False,15.0,24.0,25.0,"(41.872924943, -87.744991122)",1,0,0
49780,08/12/2022 02:00:00 PM,AUTOMOBILE,STREET,False,19.0,43.0,7.0,"(41.926291399, -87.656671062)",1,0,0
113034,11/26/2007 04:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,6.0,44.0,"(41.745060167, -87.605062776)",1,0,0
368899,02/24/2016 11:00:00 AM,AUTOMOBILE,STREET,False,15.0,28.0,25.0,"(41.888335787, -87.752911026)",1,0,0
110070,08/09/2007 09:00:00 PM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,25.0,31.0,20.0,"(41.924452852, -87.729525431)",1,0,0
124678,09/05/2008 02:15:00 AM,AUTOMOBILE,STREET,False,3.0,5.0,42.0,"(41.774307792, -87.59971319)",1,0,0
289294,11/05/2010 09:00:00 AM,AUTOMOBILE,HOUSE,False,14.0,26.0,23.0,"(41.910706782, -87.716576094)",1,0,0
186813,09/01/2002 07:00:00 PM,AUTOMOBILE,STREET,False,8.0,23.0,56.0,"(41.803122392, -87.751593803)",1,0,0
186788,07/27/2002 02:00:00 AM,AUTOMOBILE,STREET,False,17.0,33.0,16.0,"(41.956749935, -87.699551367)",1,1,0
2117,04/15/2020 03:00:00 AM,AUTOMOBILE,STREET,False,9.0,20.0,61.0,"(41.808147803, -87.664961971)",1,0,0
230893,08/10/2004 04:56:10 AM,AUTOMOBILE,STORE,False,11.0,28.0,27.0,"(41.873517205, -87.701005851)",1,0,0
80573,04/15/2006 08:00:00 PM,AUTOMOBILE,STREET,False,16.0,38.0,15.0,"(41.950444405, -87.76576948)",1,0,0
3304,09/17/2023 10:00:00 PM,AUTOMOBILE,STREET,False,3.0,20.0,42.0,"(41.783339161, -87.596270013)",1,0,0
184983,09/17/2002 01:10:00 PM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,12.0,27.0,24.0,"(41.897723409, -87.656576036)",1,0,0
233563,08/03/2004 09:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,10.0,22.0,30.0,"(41.845672943, -87.712385902)",1,0,0
239033,01/29/2005 06:30:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.824549788, -87.697741939)",1,0,0
389888,06/08/2018 10:00:00 PM,AUTOMOBILE,STREET,False,17.0,39.0,14.0,"(41.967393207, -87.736650819)",1,0,0
310289,07/28/2011 05:21:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,4.0,7.0,51.0,"(41.7181173, -87.561867092)",1,0,0
308070,07/11/2011 04:00:00 AM,AUTOMOBILE,STREET,False,19.0,32.0,6.0,"(41.938879097, -87.662275395)",1,0,0
385472,10/28/2017 01:00:00 PM,"TRUCK, BUS, MOTOR HOME",PARKINGZONE,False,25.0,29.0,25.0,"(41.915187259, -87.775425225)",1,0,0
126592,08/25/2008 12:01:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,17.0,44.0,"(41.748356162, -87.634235796)",1,0,0
52448,09/06/2022 06:00:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.906784006, -87.760847971)",1,0,1
315408,10/27/2011 07:00:00 PM,AUTOMOBILE,STREET,False,5.0,9.0,49.0,"(41.699896612, -87.621651612)",1,0,0
23935,06/02/2024 04:00:00 PM,AUTOMOBILE,STORE,False,12.0,25.0,31.0,"(41.852750046, -87.640815604)",1,0,0
377894,04/16/2017 06:38:00 PM,AUTOMOBILE,STREET,False,19.0,43.0,7.0,"(41.926932838, -87.631411241)",1,0,0
118384,03/18/2008 09:15:00 AM,AUTOMOBILE,STREET,False,12.0,25.0,31.0,"(41.854844473, -87.661234827)",1,0,0
261873,02/08/2009 04:00:00 AM,AUTOMOBILE,STREET,False,11.0,37.0,23.0,"(41.899514976, -87.726208426)",1,0,0
202899,04/13/2003 10:00:00 PM,AUTOMOBILE,STREET,False,7.0,15.0,67.0,"(41.78438142, -87.664339872)",1,0,0
182104,05/11/2002 10:00:00 AM,AUTOMOBILE,STREET,False,9.0,14.0,58.0,"(41.81881263, -87.701925836)",1,0,0
49594,08/26/2022 09:00:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.763946811, -87.576251377)",1,0,0
316741,01/02/2012 04:30:00 PM,AUTOMOBILE,STREET,False,9.0,14.0,63.0,"(41.798379895, -87.690266001)",1,0,0
51824,09/22/2022 04:00:00 AM,AUTOMOBILE,STREET,False,17.0,33.0,21.0,"(41.942199266, -87.697909117)",1,0,0
340883,09/19/2013 09:59:00 AM,AUTOMOBILE,STREET,False,1.0,42.0,32.0,"(41.883204983, -87.635705542)",1,0,0
299126,04/26/2011 08:00:00 PM,AUTOMOBILE,STREET,False,22.0,34.0,49.0,"(41.690003214, -87.635058346)",1,0,0
189321,06/21/2002 12:01:00 AM,AUTOMOBILE,STREET,False,8.0,15.0,66.0,"(41.781989696, -87.69347298)",1,0,0
390722,03/19/2018 09:00:00 PM,AUTOMOBILE,STREET,False,7.0,15.0,67.0,"(41.780307113, -87.665449142)",1,0,0
37524,12/20/2020 06:30:00 PM,AUTOMOBILE,STREET,False,8.0,16.0,66.0,"(41.780240925, -87.698300668)",1,0,0
79387,04/03/2006 01:00:00 AM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.862916308, -87.709564878)",1,0,0
55797,08/03/2022 04:00:00 PM,AUTOMOBILE,PARKINGZONE,False,4.0,10.0,55.0,"(41.651722933, -87.559300798)",1,1,0
116693,01/02/2008 06:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,22.0,34.0,49.0,"(41.69191448, -87.641155814)",1,0,0
59644,03/21/2023 10:30:00 PM,AUTOMOBILE,STREET,False,16.0,36.0,17.0,"(41.946616064, -87.782642798)",1,0,0
14380,01/03/2024 02:00:00 PM,AUTOMOBILE,STREET,False,3.0,20.0,42.0,"(41.7799566, -87.605921959)",1,1,0
85951,08/26/2006 10:00:00 PM,AUTOMOBILE,STREET,False,5.0,9.0,49.0,"(41.710578526, -87.62358842)",1,0,0
59193,01/03/2023 09:00:00 AM,AUTOMOBILE,STREET,False,2.0,3.0,40.0,"(41.793503467, -87.626759506)",1,1,0
331237,12/02/2012 08:00:00 PM,"CYCLE, SCOOTER, BIKE",STREET,False,16.0,36.0,17.0,"(41.94451784, -87.786318269)",1,0,0
301704,05/14/2011 01:30:00 PM,AUTOMOBILE,STREET,False,1.0,42.0,32.0,"(41.884653752, -87.626251847)",1,0,0
142736,04/25/2023 09:45:00 AM,AUTOMOBILE,PARKINGZONE,False,19.0,46.0,3.0,"(41.963063564, -87.654759898)",1,0,0
409335,08/08/2020 08:30:00 PM,AUTOMOBILE,PARKINGZONE,False,5.0,34.0,49.0,"(41.69941558, -87.623301059)",1,0,0
130159,10/03/2022 09:00:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.764305062, -87.578981607)",1,0,0
31113,11/10/2005 07:00:00 AM,AUTOMOBILE,STREET,False,2.0,2.0,35.0,"(41.837951998, -87.618259874)",1,0,0
66440,10/20/2022 05:00:00 PM,AUTOMOBILE,STREET,False,25.0,29.0,25.0,"(41.910045396, -87.780135746)",1,0,0
30472,09/29/2005 06:00:00 AM,AUTOMOBILE,Alcohol,False,2.0,4.0,36.0,"(41.830109681, -87.610058377)",1,0,1
198731,04/21/2003 07:15:00 AM,AUTOMOBILE,STREET,False,1.0,3.0,33.0,"(41.855431554, -87.628247647)",1,0,0
79663,03/25/2006 05:30:00 PM,AUTOMOBILE,STREET,False,17.0,39.0,13.0,"(41.997200825, -87.726204192)",1,0,0
352130,08/15/2014 06:30:00 PM,AUTOMOBILE,STREET,False,19.0,32.0,6.0,"(41.939746536, -87.665144225)",1,0,0
247187,03/28/2005 08:00:00 AM,AUTOMOBILE,STREET,False,25.0,35.0,22.0,"(41.924584386, -87.718628868)",1,0,0
242792,11/22/2004 08:45:00 PM,AUTOMOBILE,STREET,False,2.0,5.0,41.0,"(41.788699253, -87.604954085)",1,0,0
222335,02/06/2004 07:00:00 AM,AUTOMOBILE,STORE,False,14.0,32.0,22.0,"(41.915680983, -87.66583621)",1,0,0
35021,07/02/2021 12:00:00 AM,AUTOMOBILE,PARKINGZONE,False,11.0,28.0,27.0,"(41.875893078, -87.704386239)",1,0,0
377558,05/09/2017 06:00:00 PM,AUTOMOBILE,STREET,False,9.0,16.0,61.0,"(41.799586794, -87.658119384)",1,0,0
278858,04/17/2010 11:00:00 PM,AUTOMOBILE,HOUSE,False,22.0,21.0,71.0,"(41.732883814, -87.670362726)",1,0,0
267730,05/24/2009 09:50:00 PM,AUTOMOBILE,STREET,False,4.0,8.0,48.0,"(41.734521859, -87.591735768)",1,0,0
137001,04/16/2023 01:05:00 PM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.879364256, -87.756062057)",1,0,0
82812,07/23/2006 05:00:38 PM,"TRUCK, BUS, MOBILE HOME",STREET,False,6.0,21.0,71.0,"(41.749667975, -87.658569464)",1,0,1
201047,03/11/2003 11:30:00 PM,AUTOMOBILE,STREET,False,24.0,40.0,77.0,"(41.995773689, -87.667762646)",1,0,0
102766,04/15/2007 12:01:00 AM,AUTOMOBILE,AIRPORT,False,16.0,41.0,76.0,"(41.976290414, -87.905227221)",1,0,0
18187,03/06/2024 11:20:00 AM,AUTOMOBILE,STREET,False,25.0,31.0,21.0,"(41.935449522, -87.724952588)",1,0,1
403722,02/29/2020 02:19:00 AM,AUTOMOBILE,STREET,False,4.0,7.0,46.0,"(41.749722849, -87.546797247)",1,0,0
227118,06/24/2004 07:00:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,22.0,"(41.930952271, -87.690303238)",1,0,1
212856,10/02/2003 08:00:00 AM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.904654396, -87.759731883)",1,1,0
72332,12/21/2005 12:00:00 AM,AUTOMOBILE,STREET,False,2.0,20.0,40.0,"(41.791894874, -87.624015886)",1,0,0
104345,06/07/2007 11:15:00 PM,AUTOMOBILE,PARKINGZONE,False,6.0,21.0,71.0,"(41.748184641, -87.653674485)",1,1,0
288253,10/04/2010 06:00:00 AM,AUTOMOBILE,STREET,False,8.0,16.0,66.0,"(41.785717601, -87.702114997)",1,0,0
378198,07/06/2017 04:30:00 AM,AUTOMOBILE,Alcohol,False,2.0,3.0,38.0,"(41.819478439, -87.621488379)",1,0,0
252705,09/11/2005 08:30:00 PM,AUTOMOBILE,STREET,False,17.0,39.0,16.0,"(41.957371882, -87.722144817)",1,1,0
